suite,dimension,budget,function_id,problem,algorithm,dsc_rank,dsc_rank2
cec2020,5,50000,1,F1_5D,ARRDE,1.0,2
cec2020,5,50000,1,F1_5D,BIPOP-CMA,5.5,11
cec2020,5,50000,1,F1_5D,LSRTDE,5.5,11
cec2020,5,50000,1,F1_5D,MSC-CMA,3.0,6
cec2020,5,50000,1,F1_5D,NLSHADE-RSP,5.5,11
cec2020,5,50000,1,F1_5D,j2020,2.0,4
cec2020,5,50000,1,F1_5D,jSO,5.5,11
cec2020,5,50000,2,F2_5D,ARRDE,5.5,11
cec2020,5,50000,2,F2_5D,BIPOP-CMA,5.5,11
cec2020,5,50000,2,F2_5D,LSRTDE,2.5,5
cec2020,5,50000,2,F2_5D,MSC-CMA,5.5,11
cec2020,5,50000,2,F2_5D,NLSHADE-RSP,1.0,2
cec2020,5,50000,2,F2_5D,j2020,5.5,11
cec2020,5,50000,2,F2_5D,jSO,2.5,5
cec2020,5,50000,3,F3_5D,ARRDE,4.0,8
cec2020,5,50000,3,F3_5D,BIPOP-CMA,5.0,10
cec2020,5,50000,3,F3_5D,LSRTDE,7.0,14
cec2020,5,50000,3,F3_5D,MSC-CMA,2.0,4
cec2020,5,50000,3,F3_5D,NLSHADE-RSP,1.0,2
cec2020,5,50000,3,F3_5D,j2020,3.0,6
cec2020,5,50000,3,F3_5D,jSO,6.0,12
cec2020,5,50000,4,F4_5D,ARRDE,3.0,6
cec2020,5,50000,4,F4_5D,BIPOP-CMA,5.5,11
cec2020,5,50000,4,F4_5D,LSRTDE,5.5,11
cec2020,5,50000,4,F4_5D,MSC-CMA,7.0,14
cec2020,5,50000,4,F4_5D,NLSHADE-RSP,1.0,2
cec2020,5,50000,4,F4_5D,j2020,3.0,6
cec2020,5,50000,4,F4_5D,jSO,3.0,6
cec2020,5,50000,5,F5_5D,ARRDE,2.0,4
cec2020,5,50000,5,F5_5D,BIPOP-CMA,6.0,12
cec2020,5,50000,5,F5_5D,LSRTDE,7.0,14
cec2020,5,50000,5,F5_5D,MSC-CMA,5.0,10
cec2020,5,50000,5,F5_5D,NLSHADE-RSP,1.0,2
cec2020,5,50000,5,F5_5D,j2020,3.0,6
cec2020,5,50000,5,F5_5D,jSO,4.0,8
cec2020,5,50000,6,F6_5D,ARRDE,3.0,6
cec2020,5,50000,6,F6_5D,BIPOP-CMA,5.0,10
cec2020,5,50000,6,F6_5D,LSRTDE,6.0,12
cec2020,5,50000,6,F6_5D,MSC-CMA,7.0,14
cec2020,5,50000,6,F6_5D,NLSHADE-RSP,2.0,4
cec2020,5,50000,6,F6_5D,j2020,4.0,8
cec2020,5,50000,6,F6_5D,jSO,1.0,2
cec2020,5,50000,7,F7_5D,ARRDE,2.5,5
cec2020,5,50000,7,F7_5D,BIPOP-CMA,5.0,10
cec2020,5,50000,7,F7_5D,LSRTDE,7.0,14
cec2020,5,50000,7,F7_5D,MSC-CMA,6.0,12
cec2020,5,50000,7,F7_5D,NLSHADE-RSP,2.5,5
cec2020,5,50000,7,F7_5D,j2020,2.5,5
cec2020,5,50000,7,F7_5D,jSO,2.5,5
cec2020,5,50000,8,F8_5D,ARRDE,3.0,6
cec2020,5,50000,8,F8_5D,BIPOP-CMA,6.0,12
cec2020,5,50000,8,F8_5D,LSRTDE,7.0,14
cec2020,5,50000,8,F8_5D,MSC-CMA,4.0,8
cec2020,5,50000,8,F8_5D,NLSHADE-RSP,1.0,2
cec2020,5,50000,8,F8_5D,j2020,5.0,10
cec2020,5,50000,8,F8_5D,jSO,2.0,4
cec2020,5,50000,9,F9_5D,ARRDE,3.0,6
cec2020,5,50000,9,F9_5D,BIPOP-CMA,5.0,10
cec2020,5,50000,9,F9_5D,LSRTDE,6.5,13
cec2020,5,50000,9,F9_5D,MSC-CMA,1.0,2
cec2020,5,50000,9,F9_5D,NLSHADE-RSP,2.0,4
cec2020,5,50000,9,F9_5D,j2020,4.0,8
cec2020,5,50000,9,F9_5D,jSO,6.5,13
cec2020,5,50000,10,F10_5D,ARRDE,2.5,5
cec2020,5,50000,10,F10_5D,BIPOP-CMA,5.0,10
cec2020,5,50000,10,F10_5D,LSRTDE,6.0,12
cec2020,5,50000,10,F10_5D,MSC-CMA,1.0,2
cec2020,5,50000,10,F10_5D,NLSHADE-RSP,4.0,8
cec2020,5,50000,10,F10_5D,j2020,2.5,5
cec2020,5,50000,10,F10_5D,jSO,7.0,14
